journal,total_articles,open_data_articles,open_code_articles,pdf_covered,pdf_covered_od,xml_only,xml_only_od,open_data_pct,open_code_pct,corrected_od,ci_lo,ci_hi,corrected_pct,ci_lo_pct,ci_hi_pct
ACS Photonics,136,3.0,4.0,13.0,1.0,123.0,2.0,2.2,2.9,20.493544273531523,20.366378899519198,20.621386557940163,15.1,14.975279,15.162784
Clinical Oral Investigations,369,8.0,5.0,369.0,8.0,0.0,0.0,2.2,1.4,8.0,,,2.2,,
BMC Nursing,1491,33.0,11.0,1491.0,33.0,0.0,0.0,2.2,0.7,33.0,,,2.2,,
Pharmacology Research & Perspectives,182,4.0,2.0,94.0,3.0,88.0,1.0,2.2,1.1,5.8085106382978715,4.0,10.891368462536292,3.2,2.197802,5.984268
PAIN Reports,139,3.0,5.0,0.0,0.0,139.0,3.0,2.2,3.6,22.02928987008847,21.88558265880625,22.17376204515189,15.8,15.745023,15.952347
Translational Lung Cancer Research,357,8.0,6.0,0.0,0.0,357.0,8.0,2.2,1.7,56.57882362317686,56.209733879092305,56.94987805841169,15.8,15.745023,15.952347
Supportive Care in Cancer,453,10.0,9.0,453.0,10.0,0.0,0.0,2.2,2.0,10.0,,,2.2,,
The Lancet Regional Health - Europe,371,8.0,21.0,0.0,0.0,371.0,8.0,2.2,5.7,58.79760102016419,58.414037168468475,59.18320660972195,15.8,15.745023,15.952347
Science Progress,377,8.0,2.0,69.0,2.0,308.0,6.0,2.1,0.5,10.927536231884059,8.0,32.69766226069849,2.9,2.122016,8.67312
Molecular Pharmaceutics,145,3.0,1.0,13.0,0.0,132.0,3.0,2.1,0.7,20.919901171594805,20.783431014118165,21.05709776949676,14.4,14.333401,14.522136
Environmental Monitoring and Assessment,237,5.0,24.0,237.0,5.0,0.0,0.0,2.1,10.1,5.0,,,2.1,,
The Journal of Physical Chemistry A,332,7.0,9.0,24.0,4.0,308.0,3.0,2.1,2.7,52.81310273372121,52.494672366275715,53.13322812882577,15.9,15.811648,16.003984
JMIR Mental Health,142,3.0,7.0,18.0,1.0,124.0,2.0,2.1,4.9,20.65202837331633,20.52382913447464,20.780910025890893,14.5,14.453401,14.634444
Graefe s Archive for Clinical and Experimental Ophthalmology,140,3.0,5.0,140.0,3.0,0.0,0.0,2.1,3.6,3.0,,,2.1,,
Breast Cancer Research and Treatment,234,5.0,6.0,234.0,5.0,0.0,0.0,2.1,2.6,5.0,,,2.1,,
Clinical Research in Cardiology,141,3.0,2.0,141.0,3.0,0.0,0.0,2.1,1.4,3.0,,,2.1,,
International Journal of General Medicine,777,16.0,16.0,363.0,12.0,414.0,4.0,2.1,2.1,25.68595041322314,19.869980679164446,35.55072624175183,3.3,2.557269,4.575383
Gastro Hep Advances,190,4.0,3.0,0.0,0.0,190.0,4.0,2.1,1.6,30.111978959113735,29.91554464153372,30.309458910639275,15.8,15.745023,15.952347
Neural Regeneration Research,480,10.0,7.0,1.0,0.0,479.0,10.0,2.1,1.5,75.91388379692357,75.41866254365607,76.41174114840112,15.8,15.712221,15.919113
ACS Nano,675,14.0,20.0,77.0,4.0,598.0,10.0,2.1,3.0,42.58064516129032,19.172751894971114,96.37744129595984,6.3,2.840408,14.278139
ANZ Journal of Surgery,100,2.0,0.0,61.0,2.0,39.0,0.0,2.0,0.0,8.180879891607557,8.140559163262186,8.221415250078588,8.2,8.140559,8.221415
Journal of Hepatocellular Carcinoma,247,5.0,11.0,103.0,4.0,144.0,1.0,2.0,4.5,9.592233009708737,6.189339070492096,17.770646553085236,3.9,2.505805,7.194594
Translational Vision Science & Technology,506,10.0,15.0,1.0,0.0,505.0,10.0,2.0,3.0,80.03447039132861,79.51236865249753,80.55935131512018,15.8,15.713907,15.92082
Membranes,357,7.0,4.0,204.0,7.0,153.0,0.0,2.0,1.1,12.275862068965516,9.57067257767779,17.62669584337484,3.4,2.680861,4.93745
Drug Design Development and Therapy,602,12.0,7.0,243.0,8.0,359.0,4.0,2.0,1.2,19.818930041152264,14.022008427391189,30.835098316366754,3.3,2.329237,5.122109
International Journal of Legal Medicine,153,3.0,10.0,153.0,3.0,0.0,0.0,2.0,6.5,3.0,,,2.0,,
Global Health Action,151,3.0,2.0,43.0,2.0,108.0,1.0,2.0,1.3,19.116282776759384,19.00462537518759,19.228534538679167,12.7,12.585845,12.734129
Hypertension Research,100,2.0,3.0,100.0,2.0,0.0,0.0,2.0,3.0,2.0,,,2.0,,
Materials Today Bio,795,16.0,5.0,0.0,0.0,795.0,16.0,2.0,0.6,125.99485932892325,125.1729367895753,126.82115702083276,15.8,15.745023,15.952347
EP Europace,303,6.0,4.0,201.0,5.0,102.0,1.0,2.0,1.3,7.537313432835822,6.0884393956975575,10.803926217537253,2.5,2.009386,3.565652
Journal of Ophthalmic Inflammation and Infection,101,2.0,0.0,101.0,2.0,0.0,0.0,2.0,0.0,2.0,,,2.0,,
Journal of Allergy and Clinical Immunology Global,249,5.0,4.0,2.0,0.0,247.0,5.0,2.0,1.6,39.14557264684785,38.89020803399384,39.40229658383106,15.7,15.618557,15.824215
Balkan Medical Journal,105,2.0,1.0,1.0,0.0,104.0,2.0,1.9,1.0,16.48234637762015,16.374824435365827,16.590440666876233,15.7,15.595071,15.80042
NMR in Biomedicine,103,2.0,16.0,58.0,2.0,45.0,0.0,1.9,15.5,9.13178449031641,9.085260572994828,9.178556057782986,8.9,8.820641,8.911219
Health Research Policy and Systems,209,4.0,3.0,209.0,4.0,0.0,0.0,1.9,1.4,4.0,,,1.9,,
Brazilian Oral Research,159,3.0,1.0,75.0,2.0,84.0,1.0,1.9,0.6,4.24,3.0,9.737798468359301,2.7,1.886792,6.124402
BioMedical Engineering OnLine,160,3.0,9.0,160.0,3.0,0.0,0.0,1.9,5.6,3.0,,,1.9,,
Revista da Sociedade Brasileira de Medicina Tropical,104,2.0,0.0,47.0,2.0,57.0,0.0,1.9,0.0,11.03359368773412,10.974663392460116,11.092837673191783,10.6,10.552561,10.66619
Journal of Religion and Health,104,2.0,0.0,104.0,2.0,0.0,0.0,1.9,0.0,2.0,,,1.9,,
Pharmaceutics,1713,32.0,10.0,1047.0,25.0,666.0,7.0,1.9,0.6,40.902578796561606,35.80579590514222,48.317810925801666,2.4,2.090239,2.820654
Macromolecular Rapid Communications,105,2.0,1.0,38.0,1.0,67.0,1.0,1.9,1.0,11.618434685582212,11.549165742014523,11.688072352699113,11.1,10.999205,11.131497
International Journal of Reproductive BioMedicine (IJRM),103,2.0,1.0,62.0,1.0,41.0,1.0,1.9,1.0,2.0,2.0,4.520638433029458,1.9,1.941748,4.388969
Human Vaccines & Immunotherapeutics,527,10.0,9.0,230.0,10.0,297.0,0.0,1.9,1.7,22.913043478260867,17.064156170104006,33.21683403865269,4.3,3.23798,6.303005
Journal of Imaging,432,8.0,24.0,254.0,8.0,178.0,0.0,1.9,5.6,13.606299212598426,10.85584528374498,18.841730282028735,3.1,2.512927,4.361512
Journal of Radiation Research,113,2.0,1.0,64.0,2.0,49.0,0.0,1.8,0.9,3.53125,2.421985927913313,7.241772002324182,3.1,2.14335,6.408648
Eye,227,4.0,4.0,227.0,4.0,0.0,0.0,1.8,1.8,4.0,,,1.8,,
EJNMMI Radiopharmacy and Chemistry,110,2.0,0.0,110.0,2.0,0.0,0.0,1.8,0.0,2.0,,,1.8,,
JMIR Formative Research,1045,19.0,28.0,89.0,12.0,956.0,7.0,1.8,2.7,140.8988764044944,87.37289019406593,223.31507726879553,13.5,8.361042,21.369864
The Journal of Physical Chemistry C,281,5.0,2.0,30.0,3.0,251.0,2.0,1.8,0.7,42.77950904598709,42.5200089738156,43.04039045563399,15.2,15.131676,15.316865
Translational Animal Science,217,4.0,3.0,139.0,4.0,78.0,0.0,1.8,1.4,6.244604316546763,4.877213460856329,9.589003663566807,2.9,2.247564,4.418896
Journal of Microbiology and Biology Education,110,2.0,2.0,0.0,0.0,110.0,2.0,1.8,1.8,17.433250976329003,17.31952584509847,17.547581474580632,15.8,15.745023,15.952347
Asian Spine Journal,114,2.0,1.0,31.0,2.0,83.0,0.0,1.8,0.9,15.154180282139157,15.068369501301573,15.240447839910841,13.3,13.217868,13.368814
Cancer Imaging,225,4.0,22.0,225.0,4.0,0.0,0.0,1.8,9.8,4.0,,,1.8,,
Diabetes Metabolic Syndrome and Obesity,507,9.0,2.0,192.0,8.0,315.0,1.0,1.8,0.4,21.125,14.697416845771425,33.21666065359541,4.2,2.898899,6.55161
International Journal of Environmental Research and Public Health,2018,36.0,10.0,1115.0,32.0,903.0,4.0,1.8,0.5,57.91569506726458,50.42258883450661,68.33133236399013,2.9,2.498642,3.386092
World Journal of Diabetes,272,5.0,1.0,0.0,0.0,272.0,5.0,1.8,0.4,43.10767514146808,42.826463907879855,43.39038328259938,15.8,15.745023,15.952347
The Journal of International Advanced Otology,109,2.0,0.0,23.0,2.0,86.0,0.0,1.8,0.0,15.629632581493585,15.540720206167896,15.71901824376304,14.3,14.257541,14.421118
Therapeutic Advances in Infectious Disease,109,2.0,1.0,27.0,1.0,82.0,1.0,1.8,0.9,13.995696182354347,13.910919266346133,14.080924371960108,12.8,12.762311,12.918279
Molecular Genetics and Metabolism Reports,164,3.0,0.0,1.0,0.0,163.0,3.0,1.8,0.0,25.832908264923887,25.664388297736824,26.002325275969483,15.8,15.649017,15.855076
The Egyptian Heart Journal,163,3.0,1.0,163.0,3.0,0.0,0.0,1.8,0.6,3.0,,,1.8,,
ACS Applied Materials & Interfaces,1231,22.0,11.0,142.0,11.0,1089.0,11.0,1.8,0.9,92.26865671641791,55.690253263697564,154.66727015448677,7.5,4.523985,12.56436
JGH Open,224,4.0,4.0,101.0,4.0,123.0,0.0,1.8,1.8,8.871287128712872,5.907348120857703,15.985198349245765,4.0,2.637209,7.136249
In Vivo,225,4.0,2.0,0.0,0.0,225.0,4.0,1.8,0.9,35.65892245158205,35.42630286497414,35.89278028891493,15.8,15.745023,15.952347
China CDC Weekly,272,5.0,1.0,0.0,0.0,272.0,5.0,1.8,0.4,43.10767514146808,42.826463907879855,43.39038328259938,15.8,15.745023,15.952347
Human Reproduction,111,2.0,3.0,54.0,1.0,57.0,1.0,1.8,2.7,2.0754716981132075,2.0,6.667591795655165,1.9,1.801802,6.006839
ESMO Open,357,6.0,13.0,0.0,0.0,357.0,6.0,1.7,3.6,56.57882362317686,56.209733879092305,56.94987805841169,15.8,15.745023,15.952347
Journal of Cardiothoracic Surgery,838,14.0,5.0,838.0,14.0,0.0,0.0,1.7,0.6,14.0,,,1.7,,
World Journal of Gastrointestinal Oncology,484,8.0,10.0,0.0,0.0,484.0,8.0,1.7,2.1,76.70630429584762,76.20591371843327,77.20935848815478,15.8,15.745023,15.952347
Tomography,176,3.0,1.0,100.0,2.0,76.0,1.0,1.7,0.6,3.52,3.0,7.3210003835915165,2.0,1.704545,4.159659
Frontiers in Pain Research,174,3.0,1.0,109.0,3.0,65.0,0.0,1.7,0.6,4.7889908256880735,3.6112395569311406,8.057804483564563,2.8,2.075425,4.630922
Dermatology Practical & Conceptual,175,3.0,0.0,78.0,2.0,97.0,1.0,1.7,0.0,4.487179487179487,3.0,10.609177588997008,2.6,1.714286,6.062387
International Journal of Computer Assisted Radiology and Surgery,174,3.0,34.0,174.0,3.0,0.0,0.0,1.7,19.5,3.0,,,1.7,,
International Ophthalmology,121,2.0,5.0,121.0,2.0,0.0,0.0,1.7,4.1,2.0,,,1.7,,
Endocrine,116,2.0,1.0,116.0,2.0,0.0,0.0,1.7,0.9,2.0,,,1.7,,
ecancermedicalscience,229,4.0,0.0,0.0,0.0,229.0,4.0,1.7,0.0,36.29285885072129,36.0561038047959,36.530874160717865,15.8,15.745023,15.952347
JMIR Cancer,115,2.0,4.0,10.0,1.0,105.0,1.0,1.7,3.5,17.640830477404958,17.532274670321268,17.749964134826968,15.3,15.245456,15.434751
Toxicology Reports,348,6.0,2.0,0.0,0.0,348.0,6.0,1.7,0.6,55.15246672511358,54.792681764493345,55.51416684685509,15.8,15.745023,15.952347
Journal of Thoracic Disease,891,15.0,15.0,0.0,0.0,891.0,15.0,1.7,1.7,141.20933290826494,140.2881593452976,142.13540994410312,15.8,15.745023,15.952347
Bioengineering,1500,25.0,21.0,877.0,22.0,623.0,3.0,1.7,1.4,37.646118721461185,32.3682702659199,45.507505555546146,2.5,2.157885,3.033834
ERJ Open Research,413,7.0,12.0,1.0,0.0,412.0,7.0,1.7,2.9,65.29544911134136,64.86949680164155,65.72366879570201,15.8,15.7069,15.913721
Journal of Functional Morphology and Kinesiology,353,6.0,1.0,200.0,6.0,153.0,0.0,1.7,0.3,10.59,8.114479252104493,15.77595331906842,3.0,2.298719,4.469109
Rheumatology and Therapy,116,2.0,13.0,116.0,2.0,0.0,0.0,1.7,11.2,2.0,,,1.7,,
BMJ Open,4923,80.0,100.0,76.0,4.0,4847.0,76.0,1.6,2.0,259.1052631578947,104.11524554159207,622.7610695623135,5.3,2.114874,12.650032
International Journal of Nanomedicine,871,14.0,2.0,357.0,9.0,514.0,5.0,1.6,0.2,21.95798319327731,15.845724591491395,33.26649306855667,2.5,1.819257,3.819345
Archives of Iranian Medicine,127,2.0,0.0,37.0,2.0,90.0,0.0,1.6,0.0,16.26356898063282,16.170521145989657,16.357112115565972,12.8,12.732694,12.879616
World Journal of Urology,248,4.0,3.0,248.0,4.0,0.0,0.0,1.6,1.2,4.0,,,1.6,,
Scientifica,124,2.0,0.0,27.0,0.0,97.0,2.0,1.6,0.0,15.372957679126484,15.272672790677742,15.473776391221103,12.4,12.316672,12.478852
Pediatric Reports,129,2.0,0.0,70.0,1.0,59.0,1.0,1.6,0.0,2.0,2.0,5.518438125316876,1.6,1.550388,4.277859
European Archives of Oto-Rhino-Laryngology,309,5.0,2.0,309.0,5.0,0.0,0.0,1.6,0.6,5.0,,,1.6,,
Journal of Arrhythmia,256,4.0,3.0,152.0,4.0,104.0,0.0,1.6,1.2,6.7368421052631575,5.069127234392435,10.833296765361158,2.6,1.980128,4.231757
Journal of Medical Internet Research,1416,23.0,60.0,125.0,14.0,1291.0,9.0,1.6,4.2,158.592,101.65601664660709,245.39858683549807,11.2,7.179097,17.330409
BMJ Neurology Open,126,2.0,1.0,0.0,0.0,126.0,2.0,1.6,0.8,19.96899657288595,19.83872960438552,20.099956961792362,15.8,15.745023,15.952347
Pediatric Nephrology,122,2.0,4.0,122.0,2.0,0.0,0.0,1.6,3.3,2.0,,,1.6,,
European Journal of Neurology,488,8.0,14.0,239.0,8.0,249.0,0.0,1.6,2.9,16.334728033472803,12.247126081977369,24.097651748509662,3.3,2.509657,4.938043
BMJ Public Health,449,7.0,11.0,1.0,1.0,448.0,6.0,1.6,2.4,72.00087670359449,71.5377052600374,72.4665136419284,16.0,15.932674,16.139535
Cancer Control,252,4.0,4.0,44.0,2.0,208.0,2.0,1.6,1.6,34.9646927552403,34.749648870731654,35.18088133375247,13.9,13.789543,13.960667
AJPM Focus,129,2.0,1.0,0.0,0.0,129.0,2.0,1.6,0.8,20.444448872240375,20.311080309251842,20.57852736564456,15.8,15.745023,15.952347
American Journal of Tropical Medicine and Hygiene,253,4.0,4.0,5.0,0.0,248.0,4.0,1.6,1.6,39.30405674663266,39.04765826894928,39.56182005178179,15.5,15.433857,15.637083
JMIR mhealth and uhealth,190,3.0,7.0,18.0,1.0,172.0,2.0,1.6,3.7,28.25926516298717,28.08144041233579,28.43803648752608,14.9,14.779705,14.967388
The Saudi Dental Journal,125,2.0,0.0,20.0,0.0,105.0,2.0,1.6,0.0,16.640830477404958,16.532274670321268,16.749964134826968,13.3,13.22582,13.399971
Radiation Oncology,258,4.0,7.0,258.0,4.0,0.0,0.0,1.6,2.7,4.0,,,1.6,,
Journal of Clinical and Translational Science,258,4.0,4.0,148.0,2.0,110.0,2.0,1.6,1.6,4.0,4.0,7.272258156988455,1.6,1.550388,2.818705
Audiology Research,130,2.0,0.0,77.0,2.0,53.0,0.0,1.5,0.0,3.452054794520548,2.3999168239833253,7.0086743557942945,2.7,1.84609,5.391288
IDCases,333,5.0,1.0,0.0,0.0,333.0,5.0,1.5,0.3,52.77520522834144,52.430928240161734,53.1213148275941,15.8,15.745023,15.952347
Journal of Diabetes Research,134,2.0,3.0,28.0,1.0,106.0,1.0,1.5,2.2,17.79931457718977,17.68972490527671,17.909487602777702,13.3,13.201287,13.365289
Neuropsychiatric Disease and Treatment,266,4.0,4.0,104.0,4.0,162.0,0.0,1.5,1.5,10.23076923076923,6.439164295220188,19.349325489797835,3.8,2.420738,7.274183
Iranian Journal of Public Health,275,4.0,2.0,0.0,0.0,275.0,4.0,1.5,0.7,43.58312744082251,43.29881461274618,43.86895368645158,15.8,15.745023,15.952347
Saudi Medical Journal,202,3.0,0.0,0.0,0.0,202.0,3.0,1.5,0.0,32.01378815653144,31.80494746099901,32.22374052604807,15.8,15.745023,15.952347
Acta Oncologica,202,3.0,4.0,198.0,3.0,4.0,0.0,1.5,2.0,3.061224489795918,3.020875141097835,3.1761128734096546,1.5,1.495483,1.572333
Healthcare,3137,47.0,21.0,1838.0,43.0,1299.0,4.0,1.5,0.7,73.40664126292869,65.63398256310492,83.76323662185916,2.3,2.092253,2.67017
Journal of Gynecologic Oncology,132,2.0,1.0,129.0,2.0,3.0,0.0,1.5,0.8,2.0504201680672267,2.0138632358403314,2.1776419220215004,1.6,1.525654,1.649729
Anais Brasileiros de Dermatologia,133,2.0,0.0,0.0,0.0,133.0,2.0,1.5,0.0,21.078385271379613,20.940881249073605,21.21662123744749,15.8,15.745023,15.952347
Archives of Endocrinology and Metabolism,137,2.0,0.0,0.0,0.0,137.0,2.0,1.5,0.0,21.71232167051885,21.57068218889537,21.854715109250424,15.8,15.745023,15.952347
Indian Journal of Otolaryngology and Head & Neck Surgery,202,3.0,0.0,202.0,3.0,0.0,0.0,1.5,0.0,3.0,,,1.5,,
IJC Heart & Vasculature,262,4.0,3.0,0.0,0.0,262.0,4.0,1.5,1.1,41.52283414361999,41.25196155832545,41.79514860309205,15.8,15.745023,15.952347
Vaccine X,135,2.0,2.0,0.0,0.0,135.0,2.0,1.5,1.5,21.39535347094923,21.255781718984487,21.53566817334896,15.8,15.745023,15.952347
British journal of surgery,131,2.0,0.0,67.0,2.0,64.0,0.0,1.5,0.0,3.91044776119403,2.52636943023705,8.557920026805139,3.0,1.928526,6.532763
Risk Management and Healthcare Policy,407,6.0,3.0,166.0,5.0,241.0,1.0,1.5,0.7,12.259036144578314,8.116779683534546,21.52402445396769,3.0,1.994295,5.288458
Journal of Ayub Medical College Abbottabad,131,2.0,1.0,131.0,2.0,0.0,0.0,1.5,0.8,2.0,,,1.5,,
Journal of Personalized Medicine,985,15.0,11.0,612.0,15.0,373.0,0.0,1.5,1.1,24.142156862745097,20.560836668089333,29.93618204581372,2.5,2.087395,3.039206
Journal of Ethnobiology and Ethnomedicine,134,2.0,1.0,134.0,2.0,0.0,0.0,1.5,0.7,2.0,,,1.5,,
Psychology Research and Behavior Management,392,6.0,2.0,147.0,3.0,245.0,3.0,1.5,0.5,8.0,6.0,17.278652372438607,2.0,1.530612,4.407819
Biosensors,735,10.0,2.0,461.0,9.0,274.0,1.0,1.4,0.3,14.467849223946786,11.886160476942468,19.27138359994056,2.0,1.617165,2.621957
CPT Pharmacometrics & Systems Pharmacology,209,3.0,22.0,105.0,3.0,104.0,0.0,1.4,10.5,6.0,4.0252324463411835,11.46578400742063,2.9,1.925949,5.486021
Contemporary Clinical Trials Communications,219,3.0,6.0,0.0,0.0,219.0,3.0,1.4,2.7,34.7080178528732,34.4816014552415,34.93563948121053,15.8,15.745023,15.952347
RöFo - Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden Verfahren,144,2.0,1.0,142.0,2.0,2.0,0.0,1.4,0.7,2.3169681995696183,2.3149004699108815,2.319046935901466,1.6,1.60757,1.610449
Advanced Biomedical Research,144,2.0,0.0,0.0,0.0,144.0,2.0,1.4,0.0,22.821710369012514,22.672833833583454,22.971379384905553,15.8,15.745023,15.952347
Revista da Escola de Enfermagem da USP,139,2.0,0.0,57.0,2.0,82.0,0.0,1.4,0.0,4.87719298245614,2.793387830966973,11.775223119435383,3.5,2.009632,8.471384
Rheumatology International,142,2.0,53.0,142.0,2.0,0.0,0.0,1.4,37.3,2.0,,,1.4,,
Asia-Pacific Journal of Oncology Nursing,145,2.0,1.0,0.0,0.0,145.0,2.0,1.4,0.7,22.980194468797322,22.83028406853889,23.130902852856288,15.8,15.745023,15.952347
Kidney International Reports,434,6.0,6.0,2.0,1.0,432.0,5.0,1.4,1.4,69.46513110703754,69.01850150075036,69.91413815471667,16.0,15.902881,16.109248
Journal of Dental Sciences,346,5.0,2.0,0.0,0.0,346.0,5.0,1.4,0.6,54.835498525543954,54.47778129458246,55.19511991095363,15.8,15.745023,15.952347
Annals of Surgical Oncology,511,7.0,3.0,511.0,7.0,0.0,0.0,1.4,0.6,7.0,,,1.4,,
Acta Orthopaedica,146,2.0,2.0,36.0,2.0,110.0,0.0,1.4,1.4,19.433250976329003,19.31952584509847,19.547581474580632,13.3,13.232552,13.388754
American Heart Journal Plus Cardiology Research and Practice,147,2.0,1.0,0.0,0.0,147.0,2.0,1.4,0.7,23.29716266836694,23.145184538449772,23.449949788757753,15.8,15.745023,15.952347
The Anatolian Journal of Cardiology,150,2.0,0.0,0.0,0.0,150.0,2.0,1.3,0.0,23.772614967721367,23.617535243316095,23.928520192609952,15.8,15.745023,15.952347
Food Chemistry X,1384,18.0,5.0,0.0,0.0,1384.0,18.0,1.3,0.4,219.34199410217582,217.91112517832985,220.78047964381452,15.8,15.745023,15.952347
Frontiers in Surgery,753,10.0,2.0,474.0,9.0,279.0,1.0,1.3,0.3,14.297468354430379,11.795778621211365,18.95699635694039,1.9,1.566504,2.517529
Clinical Interventions in Aging,233,3.0,2.0,83.0,2.0,150.0,1.0,1.3,0.9,5.614457831325302,3.0,14.549706561511462,2.4,1.287554,6.244509
Insights into Imaging,379,5.0,31.0,379.0,5.0,0.0,0.0,1.3,8.2,5.0,,,1.3,,
BMJ Open Ophthalmology,158,2.0,1.0,0.0,0.0,158.0,2.0,1.3,0.6,25.040487765999842,24.87713712295962,25.20470793621582,15.8,15.745023,15.952347
Small,607,8.0,2.0,279.0,6.0,328.0,2.0,1.3,0.3,14.338983050847459,8.848141127956197,29.645640962889622,2.4,1.457684,4.883961
Clinical and Experimental Dental Research,229,3.0,2.0,91.0,2.0,138.0,1.0,1.3,0.9,5.032967032967033,3.0,12.575373086145698,2.2,1.310044,5.491429
Pediatric Pulmonology,153,2.0,1.0,79.0,2.0,74.0,0.0,1.3,0.7,4.387096774193548,2.6579476897836534,10.155301076953485,2.9,1.737221,6.637452
JTO Clinical and Research Reports,152,2.0,1.0,0.0,0.0,152.0,2.0,1.3,0.7,24.089583167290986,23.932435713226976,24.24756712851142,15.8,15.745023,15.952347
The Scientific World JOURNAL,159,2.0,0.0,25.0,1.0,134.0,1.0,1.3,0.0,22.236869371164424,22.098331484029046,22.376144705398225,14.0,13.898322,14.073047
BJS Open,224,3.0,3.0,113.0,3.0,111.0,0.0,1.3,1.3,5.946902654867257,4.006693360251631,11.342867070279961,2.7,1.788702,5.06378
Health Promotion International,162,2.0,3.0,69.0,1.0,93.0,1.0,1.2,1.9,2.3478260869565215,2.0,8.219875821603349,1.4,1.234568,5.073997
Annals of Surgery Open,171,2.0,3.0,0.0,0.0,171.0,2.0,1.2,1.8,27.10078106320236,26.92399017738035,27.278513019575346,15.8,15.745023,15.952347
Blood Advances,755,9.0,7.0,15.0,0.0,740.0,9.0,1.2,0.9,117.27823384075874,116.51317386702607,118.04736628354243,15.5,15.432208,15.635413
Journal of Ayurveda and Integrative Medicine,167,2.0,2.0,0.0,0.0,167.0,2.0,1.2,1.2,26.466844664063125,26.294189237558587,26.640419147772416,15.8,15.745023,15.952347
The Breast,168,2.0,6.0,0.0,0.0,168.0,2.0,1.2,3.6,26.625328763847932,26.451639472514028,26.799942615723147,15.8,15.745023,15.952347
Clinical and Applied Thrombosis/Hemostasis,161,2.0,0.0,36.0,0.0,125.0,2.0,1.2,0.0,19.81051247310114,19.68127936943008,19.940433493841628,12.3,12.224397,12.385362
Journal of Asthma and Allergy,169,2.0,2.0,67.0,2.0,102.0,0.0,1.2,1.2,5.044776119402985,2.8389012794402984,12.45168504272069,3.0,1.679823,7.367861
European Heart Journal,160,2.0,8.0,101.0,2.0,59.0,0.0,1.2,5.0,3.1683168316831685,2.321385289270579,6.091504250759333,2.0,1.450866,3.80719
Health Affairs Scholar,252,3.0,6.0,148.0,2.0,104.0,1.0,1.2,2.4,3.4054054054054053,3.0,6.984680439334539,1.4,1.190476,2.771699
Beilstein Journal of Nanotechnology,164,2.0,3.0,48.0,1.0,116.0,1.0,1.2,1.8,19.38415557503786,19.264227254831113,19.50472228228503,11.8,11.74648,11.893123
Biomaterials Research,173,2.0,2.0,25.0,1.0,148.0,1.0,1.2,1.2,24.45564676815175,24.302634773405213,24.609473256708487,14.1,14.047766,14.225129
Exploratory Research in Clinical and Social Pharmacy,173,2.0,6.0,0.0,0.0,173.0,2.0,1.2,3.5,27.417749262771977,27.23889064729123,27.597559955476815,15.8,15.745023,15.952347
Asian Pacific Journal of Cancer Prevention,564,7.0,1.0,0.0,0.0,564.0,7.0,1.2,0.2,89.38503227863235,88.80193251486853,89.97123592421343,15.8,15.745023,15.952347
Tobacco Induced Diseases,245,3.0,0.0,0.0,0.0,245.0,3.0,1.2,0.0,38.82860444727824,38.575307564082955,39.08324964792959,15.8,15.745023,15.952347
Journal of Cardiovascular Development and Disease,419,5.0,5.0,240.0,5.0,179.0,0.0,1.2,1.2,8.729166666666666,6.598588925569606,13.562295845527695,2.1,1.574842,3.236825
Diagnostics,3400,41.0,48.0,1962.0,34.0,1438.0,7.0,1.2,1.4,58.91946992864424,51.87032015124075,68.68133039883409,1.7,1.525598,2.020039
INQUIRY The Journal of Health Care Organization Provision and Financing,277,3.0,3.0,70.0,3.0,207.0,0.0,1.1,1.1,11.871428571428572,6.03902389418672,27.549912423552875,4.3,2.180153,9.945817
European Urology Open Science,187,2.0,3.0,1.0,0.0,186.0,2.0,1.1,1.6,29.478042559974497,29.285743701711958,29.671365038836342,15.8,15.660826,15.86704
Revista Panamericana de Salud Pública,183,2.0,3.0,0.0,0.0,183.0,2.0,1.1,1.6,29.00259026062007,28.813392996845636,29.192794634984143,15.8,15.745023,15.952347
Archives of Gynecology and Obstetrics,274,3.0,2.0,273.0,3.0,1.0,0.0,1.1,0.7,3.0121457489878543,3.0041390144921363,3.0350953070876976,1.1,1.096401,1.107699
Atención Primaria,184,2.0,0.0,0.0,0.0,184.0,2.0,1.1,0.0,29.16107436040488,28.970843231801076,29.352318102934877,15.8,15.745023,15.952347
JCEM Case Reports,350,4.0,0.0,175.0,1.0,175.0,3.0,1.1,0.0,4.0,4.0,6.633913317902942,1.1,1.142857,1.895404
Maternal and Child Nutrition,183,2.0,3.0,67.0,1.0,116.0,1.0,1.1,1.6,2.7846153846153845,2.0,10.52763612000469,1.5,1.092896,5.752807
Acta Obstetricia Et Gynecologica Scandinavica,261,3.0,4.0,143.0,3.0,118.0,0.0,1.1,1.5,5.51063829787234,3.856893856621918,10.16089108913952,2.1,1.477737,3.893062
Psychiatry and Clinical Neurosciences Reports,175,2.0,0.0,92.0,2.0,83.0,0.0,1.1,0.0,3.8043478260869565,2.4964990145266857,8.294422672924275,2.2,1.426571,4.73967
World Journal of Hepatology,177,2.0,2.0,0.0,0.0,177.0,2.0,1.1,1.1,28.051685661911215,27.86869158711299,28.235653827279744,15.8,15.745023,15.952347
Geriatrics,188,2.0,3.0,104.0,2.0,84.0,0.0,1.1,1.6,3.6153846153846154,2.4443264608207524,7.663654132938984,1.9,1.300174,4.076412
